id,first_name,last_name,Gender,Country,Institute,Department,Qualification,Year,Quarter,Status,Reason,Cohort,CohortKey,Fees,Other Charges,Expenditures
671,Hilary,Kadwallider,Male,Thailand,smu,engineering,Degree,2010,Q3,Active,NA,Sept intake,1,2254,688,229
672,Zebulon,Gregorin,Male,Thailand,smu,science,Bachelor,2005,Q4,Withdrawn,Expensive,June Intake,3,3297,1633,381
673,Roselin,Jamblin,Male,Thailand,nus,science,Phd.,1996,Q1,Active,NA,March Intake,2,1273,617,418
674,Vale,Wedlake,Male,Thailand,smu,science,Bachelor,1994,Q4,Active,NA,Sept intake,1,2364,1275,217
675,Neall,Laviste,Female,Thailand,nus,science,Bachelor,2005,Q3,Active,NA,June Intake,3,2652,885,265
676,Cristen,Goldsmith,Male,Thailand,smu,engineering,Phd.,1994,Q2,Active,NA,Sept intake,1,3840,1364,286
677,Eba,Dunsire,Female,Thailand,nus,arts,Phd.,1998,Q4,Active,NA,Sept intake,1,4949,538,363
678,Brody,Elkington,Female,Thailand,smu,engineering,Phd.,1998,Q4,Withdrawn,homesick,Sept intake,1,1310,855,497
679,Roxane,Sahlstrom,Female,Thailand,nus,science,Bachelor,1999,Q2,Withdrawn,Academically unprepared,Sept intake,1,1655,1613,431
680,Suzann,Stonelake,Female,Thailand,nus,engineering,Phd.,2010,Q4,Active,NA,March Intake,2,1430,686,496
681,Doe,Redgrove,Female,Thailand,nus,arts,Bachelor,2008,Q1,Active,NA,June Intake,3,2360,502,494
682,Andra,Muselli,Male,Thailand,smu,engineering,Phd.,2019,Q4,Withdrawn,homesick,Sept intake,1,1120,1053,466
683,Warren,Barrell,Male,Thailand,smu,science,Phd.,2014,Q3,Withdrawn,Expensive,Sept intake,1,4706,936,315
684,Ruttger,Methringham,Female,Thailand,smu,science,Phd.,1996,Q4,Withdrawn,homesick,Sept intake,1,4771,1632,417
685,Walden,Daingerfield,Female,Thailand,smu,arts,Phd.,2014,Q3,Withdrawn,Academically unprepared,Sept intake,1,3947,1515,475
686,Lauralee,Cahani,Male,Thailand,ntu,arts,Bachelor,1990,Q4,Active,NA,June Intake,3,4535,791,426
687,Mohandis,Patchett,Male,Thailand,smu,engineering,Phd.,2007,Q4,Withdrawn,Expensive,Sept intake,1,3536,1475,358
688,Pietrek,Oswal,Female,Thailand,nus,arts,Phd.,2009,Q4,Withdrawn,homesick,March Intake,2,4162,1222,306
689,Magdalene,Pigne,Female,Thailand,ntu,arts,Phd.,1995,Q4,Active,NA,Sept intake,1,1075,962,226
690,Hanny,Holburn,Female,Thailand,ntu,engineering,Phd.,2015,Q2,Active,NA,Sept intake,1,3391,517,283
691,Zacharias,Brodnecke,Male,Thailand,smu,engineering,Phd.,2008,Q4,Active,NA,March Intake,2,1274,1701,204
692,Con,de Vaen,Female,Thailand,smu,science,Phd.,1995,Q4,Withdrawn,homesick,June Intake,3,3583,854,283
693,Ferd,Cornbell,Male,Thailand,ntu,science,Phd.,2018,Q4,Active,NA,Sept intake,1,3960,868,284
694,Tana,Frances,Male,Thailand,ntu,arts,Degree,1995,Q4,Active,NA,Sept intake,1,4366,1597,439
695,Petr,Hasslocher,Male,Thailand,smu,engineering,Bachelor,1991,Q3,Withdrawn,homesick,Sept intake,1,2543,1160,490
696,Phaidra,Belvin,Female,Thailand,smu,science,Bachelor,2012,Q4,Active,NA,June Intake,3,4689,1452,484
697,Vin,Gales,Female,Thailand,nus,science,Phd.,2009,Q1,Active,NA,Sept intake,1,3858,912,355
698,Belia,Flaonier,Female,Thailand,smu,science,Degree,2007,Q3,Active,NA,June Intake,3,3324,1162,494
699,Vannie,Haynesford,Male,Thailand,ntu,engineering,Degree,2004,Q3,Active,NA,June Intake,3,1623,835,257
700,Zilvia,Challicum,Male,Thailand,smu,arts,Bachelor,1991,Q4,Withdrawn,homesick,March Intake,2,1865,1153,442
701,Shawn,Vynoll,Female,Singapore,nus,arts,Bachelor,2016,Q4,Active,NA,June Intake,3,1706,1031,402
702,Nickolai,Bendik,Male,Singapore,smu,engineering,Phd.,2007,Q4,Active,NA,March Intake,2,1807,1638,394
703,Donalt,Gillopp,Female,Singapore,smu,arts,Bachelor,1997,Q4,Withdrawn,homesick,Sept intake,1,2151,1443,346
704,Nahum,Morstatt,Female,Singapore,nus,engineering,Phd.,2001,Q4,Active,NA,June Intake,3,1488,1755,350
705,Donella,Camois,Female,Singapore,smu,science,Phd.,1997,Q4,Withdrawn,Academically unprepared,Sept intake,1,4527,1447,365
706,Bebe,Corkitt,Male,Singapore,ntu,arts,Bachelor,2010,Q3,Withdrawn,Academically unprepared,Sept intake,1,3941,883,334
707,Kylie,Callcott,Male,Singapore,smu,engineering,Bachelor,1993,Q2,Withdrawn,Expensive,Sept intake,1,3134,885,224
708,Keefe,Bawme,Male,Singapore,nus,engineering,Bachelor,1999,Q3,Withdrawn,Academically unprepared,Sept intake,1,3706,591,261
709,Jeniece,Freezer,Male,Singapore,smu,science,Phd.,2015,Q1,Withdrawn,homesick,June Intake,3,3492,1796,224
710,Raddy,Wife,Male,Singapore,smu,engineering,Phd.,2010,Q4,Withdrawn,homesick,Sept intake,1,4382,1747,415
711,Janith,Fickling,Female,Singapore,ntu,engineering,Phd.,2013,Q4,Withdrawn,Expensive,Sept intake,1,1689,835,303
712,Rockwell,Hughlock,Male,Singapore,smu,science,Phd.,2019,Q4,Withdrawn,Expensive,June Intake,3,4994,717,383
713,Berti,Ridout,Female,Singapore,ntu,science,Phd.,2018,Q4,Active,NA,Sept intake,1,2994,1154,345
714,Gustav,Lorence,Female,Singapore,nus,engineering,Phd.,2017,Q1,Withdrawn,Academically unprepared,Sept intake,1,2683,1200,369
715,Baldwin,Burnham,Male,Singapore,smu,engineering,Phd.,2019,Q4,Active,NA,March Intake,2,4800,712,243
716,Hildagarde,Westmorland,Female,Singapore,smu,engineering,Phd.,2000,Q1,Active,NA,Sept intake,1,1156,1807,249
717,Ulrike,Hudspeth,Female,Singapore,smu,arts,Bachelor,2016,Q4,Active,NA,Sept intake,1,1218,1029,309
718,Francois,Lumly,Male,Singapore,ntu,engineering,Phd.,2017,Q4,Active,NA,Sept intake,1,1486,1978,494
719,Letisha,Timms,Female,Singapore,nus,engineering,Degree,1998,Q3,Withdrawn,homesick,March Intake,2,4227,1431,249
720,Kessiah,Pinn,Female,Singapore,smu,science,Degree,2016,Q4,Withdrawn,Academically unprepared,Sept intake,1,2379,1090,301
721,Esdras,Blasiak,Female,Singapore,smu,engineering,Degree,2007,Q3,Active,NA,March Intake,2,1140,807,203
722,Rina,Le Marchand,Female,Singapore,ntu,arts,Degree,1994,Q2,Withdrawn,Expensive,March Intake,2,1475,640,277
723,Harman,Seery,Female,Singapore,smu,engineering,Phd.,2011,Q4,Active,NA,March Intake,2,4623,1693,298
724,Georgine,Trusse,Female,Singapore,ntu,arts,Phd.,2012,Q3,Active,NA,June Intake,3,1505,806,424
725,Kerrill,Tompsett,Male,Singapore,smu,engineering,Phd.,2012,Q4,Withdrawn,Academically unprepared,Sept intake,1,4823,1942,207
726,Kamila,Brolechan,Male,Singapore,smu,arts,Bachelor,1992,Q3,Active,NA,Sept intake,1,3370,1836,200
727,Alisun,Szymon,Male,Singapore,nus,engineering,Bachelor,2017,Q4,Withdrawn,Expensive,June Intake,3,1881,1765,377
728,Melva,Strothers,Female,Singapore,smu,science,Phd.,2020,Q4,Active,NA,March Intake,2,1287,1378,205
729,Jemmie,Bolam,Male,Singapore,ntu,science,Phd.,1996,Q4,Withdrawn,Academically unprepared,Sept intake,1,3023,1012,332
730,Chick,McKenna,Male,Singapore,smu,arts,Phd.,2003,Q3,Active,NA,March Intake,2,4158,577,241
731,Natassia,Isakovic,Male,Singapore,smu,arts,Degree,2004,Q4,Withdrawn,homesick,Sept intake,1,2189,1537,488
732,Edee,Starzaker,Male,Singapore,ntu,engineering,Degree,2001,Q4,Active,NA,March Intake,2,2103,1170,389
733,Fredericka,Van Brug,Female,Singapore,smu,arts,Phd.,2020,Q4,Active,NA,Sept intake,1,4670,593,345
734,Eben,Rossi,Male,Singapore,ntu,arts,Phd.,2012,Q4,Active,NA,June Intake,3,2952,726,460
735,Agnes,Slater,Male,Singapore,smu,science,Phd.,2012,Q2,Active,NA,Sept intake,1,1691,603,435
736,Gert,Cuncarr,Female,Singapore,smu,science,Phd.,1999,Q4,Withdrawn,Academically unprepared,Sept intake,1,4727,836,433
737,Shelbi,Beavors,Female,Singapore,ntu,science,Phd.,1998,Q4,Active,NA,June Intake,3,2915,1939,351
738,Gussi,Stidever,Male,Singapore,smu,engineering,Phd.,1993,Q3,Withdrawn,Academically unprepared,March Intake,2,3665,1303,484
739,Roobbie,Howard - Gater,Male,Singapore,ntu,science,Bachelor,2001,Q4,Active,NA,Sept intake,1,2293,1634,406
740,Julian,Kew,Female,Singapore,ntu,engineering,Phd.,1997,Q4,Active,NA,June Intake,3,3404,665,351
741,Free,McCuffie,Male,Singapore,ntu,science,Phd.,2006,Q1,Active,NA,June Intake,3,4752,928,372
742,Elijah,Bonny,Male,Singapore,ntu,arts,Bachelor,2017,Q4,Active,NA,March Intake,2,2237,1589,321
743,Ynez,Fishbourne,Male,Singapore,ntu,arts,Bachelor,1997,Q4,Withdrawn,homesick,March Intake,2,1441,1146,210
744,Rurik,Ladd,Female,Singapore,smu,engineering,Phd.,1996,Q4,Withdrawn,homesick,Sept intake,1,4437,1374,265
745,Lavinia,Tremathack,Male,Singapore,ntu,engineering,Bachelor,2007,Q4,Active,NA,Sept intake,1,1579,1844,456
746,Malanie,Digby,Female,Singapore,smu,science,Bachelor,2014,Q4,Active,NA,June Intake,3,3158,1238,335
747,Fernanda,Pagelsen,Female,Singapore,nus,engineering,Bachelor,2002,Q3,Withdrawn,homesick,Sept intake,1,1429,827,283
748,Hildegarde,Scowen,Female,Singapore,smu,science,Degree,2009,Q4,Active,NA,June Intake,3,4728,1521,469
749,Jonis,Doy,Male,Singapore,nus,engineering,Degree,2017,Q3,Withdrawn,Academically unprepared,Sept intake,1,2515,1460,340
750,Ingaberg,Turk,Male,Singapore,nus,arts,Phd.,2015,Q4,Withdrawn,homesick,Sept intake,1,1688,1998,402
751,Genvieve,Mulliss,Female,Indonesia,smu,engineering,Phd.,1998,Q2,Active,NA,Sept intake,1,3620,745,399
752,Lyndell,Cheney,Female,Indonesia,smu,engineering,Phd.,1999,Q3,Active,NA,March Intake,2,3596,786,372
753,Tamera,Afonso,Female,Indonesia,smu,arts,Phd.,2017,Q3,Withdrawn,homesick,June Intake,3,4438,875,259
754,Gwennie,Earle,Female,Indonesia,ntu,science,Phd.,2020,Q4,Withdrawn,homesick,June Intake,3,3711,1387,495
755,Bradford,Banstead,Female,Indonesia,smu,arts,Degree,2000,Q4,Active,NA,June Intake,3,4863,1580,268
756,Ulrikaumeko,Thatcham,Male,Indonesia,ntu,science,Phd.,1991,Q1,Withdrawn,Expensive,Sept intake,1,1934,938,447
757,Lynea,Rosenkrantz,Male,Indonesia,ntu,engineering,Degree,2007,Q4,Withdrawn,Expensive,June Intake,3,4777,1176,382
758,Millie,Seater,Male,Indonesia,nus,science,Phd.,1995,Q2,Active,NA,Sept intake,1,2873,1345,319
759,Barnabas,Sacco,Male,Indonesia,smu,engineering,Phd.,1997,Q4,Active,NA,March Intake,2,4311,1888,231
760,Curtis,Cosstick,Female,Indonesia,smu,science,Bachelor,2000,Q1,Withdrawn,Expensive,Sept intake,1,1527,521,326
761,Silvan,Duhig,Male,Indonesia,smu,engineering,Phd.,2007,Q1,Active,NA,June Intake,3,1302,1950,453
762,Fielding,Northley,Female,Indonesia,nus,arts,Phd.,1999,Q3,Withdrawn,homesick,Sept intake,1,4244,1781,219
763,Wright,Castelletti,Female,Indonesia,smu,engineering,Bachelor,2006,Q4,Withdrawn,homesick,Sept intake,1,2545,651,303
764,Devonna,MacMillan,Male,Indonesia,nus,arts,Degree,2007,Q3,Active,NA,Sept intake,1,1312,951,235
765,Mallorie,Dionis,Male,Indonesia,smu,science,Degree,1998,Q4,Active,NA,March Intake,2,4427,1866,472
766,Dinny,Tolliday,Male,Indonesia,nus,engineering,Bachelor,2014,Q2,Withdrawn,homesick,Sept intake,1,3988,1182,459
767,Nert,Purshouse,Male,Indonesia,smu,engineering,Phd.,2003,Q3,Active,NA,Sept intake,1,2804,1269,242
768,Annette,Beckenham,Male,Indonesia,nus,engineering,Phd.,1990,Q4,Active,NA,Sept intake,1,4713,1598,463
769,Vivi,Bonas,Female,Indonesia,nus,science,Bachelor,2010,Q1,Active,NA,Sept intake,1,4386,955,464
770,Harcourt,Hanmore,Female,Indonesia,smu,engineering,Phd.,2010,Q4,Withdrawn,Academically unprepared,June Intake,3,4063,776,465
771,Carma,Sherr,Male,Indonesia,nus,engineering,Phd.,1995,Q4,Active,NA,Sept intake,1,1179,515,417
772,Aurea,Schottli,Female,Indonesia,smu,arts,Phd.,2002,Q3,Withdrawn,Expensive,March Intake,2,4189,609,237
773,Chance,Ioselevich,Male,Indonesia,smu,engineering,Phd.,2001,Q4,Withdrawn,Expensive,June Intake,3,4739,1254,214
774,Andris,Foulcher,Female,Indonesia,ntu,engineering,Phd.,1991,Q4,Withdrawn,Academically unprepared,June Intake,3,2033,1849,266
775,Norris,Cardozo,Female,Indonesia,smu,engineering,Bachelor,2015,Q3,Withdrawn,Academically unprepared,Sept intake,1,4020,1912,259
776,Wain,Boag,Female,Indonesia,nus,science,Phd.,1990,Q3,Active,NA,Sept intake,1,3221,1521,327
777,Free,Beades,Male,Indonesia,nus,engineering,Bachelor,1994,Q3,Active,NA,June Intake,3,3712,532,473
778,Lanie,Villaret,Female,Indonesia,ntu,arts,Phd.,1990,Q4,Active,NA,Sept intake,1,1216,1841,241
779,Molly,McReidy,Male,Indonesia,ntu,arts,Phd.,2003,Q4,Withdrawn,Academically unprepared,June Intake,3,1243,602,465
780,Tabby,McCurlye,Female,Indonesia,smu,arts,Degree,2015,Q3,Withdrawn,homesick,Sept intake,1,4276,654,453
781,Joeann,Johansson,Male,Indonesia,smu,engineering,Phd.,2013,Q3,Withdrawn,Expensive,March Intake,2,1072,714,254
782,Derron,Ailmer,Male,Indonesia,smu,arts,Degree,1994,Q2,Withdrawn,Academically unprepared,March Intake,2,4965,1504,340
783,Pierce,Domoni,Female,Indonesia,smu,science,Phd.,2016,Q4,Withdrawn,Academically unprepared,March Intake,2,2830,1114,424
784,Marjorie,Bartleet,Male,Indonesia,smu,engineering,Phd.,2010,Q3,Active,NA,Sept intake,1,4292,1725,378
785,Adrian,Dauney,Female,Indonesia,smu,engineering,Phd.,1992,Q4,Active,NA,March Intake,2,4960,790,298
786,Marc,Borsnall,Male,Indonesia,nus,engineering,Bachelor,2010,Q4,Withdrawn,homesick,March Intake,2,4745,560,302
787,Gaylor,Desport,Female,Indonesia,ntu,engineering,Phd.,2012,Q1,Withdrawn,Expensive,Sept intake,1,2770,1438,211
788,Fergus,Michelet,Male,Indonesia,nus,science,Degree,2006,Q3,Active,NA,March Intake,2,2372,762,331
789,Waldon,Milborn,Male,Indonesia,ntu,engineering,Phd.,2015,Q2,Withdrawn,Expensive,Sept intake,1,2118,513,433
790,Jenifer,MacDearmont,Male,Indonesia,smu,science,Degree,2018,Q4,Withdrawn,homesick,Sept intake,1,3415,744,440
791,Marion,Teape,Male,Indonesia,nus,engineering,Phd.,1991,Q4,Withdrawn,Expensive,Sept intake,1,3318,1500,359
792,Dionysus,Skillern,Male,Indonesia,nus,arts,Bachelor,2018,Q4,Withdrawn,Academically unprepared,March Intake,2,3863,894,230
793,Evan,Kleinmann,Male,Indonesia,smu,science,Phd.,2004,Q4,Active,NA,June Intake,3,2714,1766,392
794,Karlis,Menichi,Male,Indonesia,nus,arts,Phd.,2009,Q1,Withdrawn,homesick,March Intake,2,4634,1450,462
795,Farlee,Lillegard,Female,Indonesia,smu,engineering,Phd.,2001,Q4,Active,NA,March Intake,2,4998,798,325
796,Estelle,Keysel,Female,Indonesia,nus,engineering,Degree,1994,Q4,Withdrawn,homesick,Sept intake,1,2038,1888,332
797,Millicent,Winnister,Female,Indonesia,nus,engineering,Bachelor,2017,Q3,Active,NA,Sept intake,1,1196,1052,417
798,Rhonda,Derle,Male,Indonesia,nus,engineering,Phd.,1995,Q4,Active,NA,June Intake,3,1766,1384,491
799,Shoshana,Brumwell,Male,Indonesia,smu,science,Phd.,2014,Q4,Active,NA,Sept intake,1,1680,1933,272
800,Angelico,Enderwick,Female,Indonesia,nus,science,Phd.,1997,Q4,Withdrawn,homesick,Sept intake,1,2574,1015,221
801,Kellby,Janda,Female,Indonesia,nus,engineering,Phd.,2008,Q4,Active,NA,Sept intake,1,3232,1416,255
802,Arturo,Van den Velde,Female,Indonesia,smu,engineering,Phd.,2015,Q2,Active,NA,Sept intake,1,4840,1535,278
803,Fairlie,Rhubottom,Male,Indonesia,smu,engineering,Bachelor,2014,Q4,Active,NA,March Intake,2,1757,551,364
804,Antonin,Singyard,Male,Indonesia,ntu,science,Phd.,2003,Q4,Active,NA,Sept intake,1,1904,1040,400
805,Aigneis,Lenglet,Male,Indonesia,smu,science,Degree,2007,Q3,Active,NA,June Intake,3,2921,1666,400
806,Patrizius,Spofford,Male,Indonesia,ntu,arts,Bachelor,2020,Q4,Withdrawn,Academically unprepared,March Intake,2,2080,1687,364
807,Leigh,Fivey,Male,Indonesia,nus,engineering,Phd.,2009,Q4,Active,NA,Sept intake,1,3365,846,434
808,Hershel,Randles,Male,Indonesia,nus,engineering,Bachelor,1992,Q2,Active,NA,Sept intake,1,2260,890,290
809,Kelley,Quoit,Male,Indonesia,ntu,science,Degree,1991,Q4,Withdrawn,Academically unprepared,Sept intake,1,1001,1205,440
810,Paulo,Iskow,Female,Indonesia,ntu,engineering,Degree,2005,Q4,Active,NA,Sept intake,1,4632,1796,241
811,Augy,Citrine,Male,Indonesia,ntu,engineering,Bachelor,2008,Q3,Active,NA,March Intake,2,1387,872,479
812,Fielding,Lopes,Male,Indonesia,smu,engineering,Degree,2002,Q1,Active,NA,March Intake,2,2473,1144,404
813,Ardella,Blinde,Female,Indonesia,nus,engineering,Phd.,1990,Q4,Withdrawn,Expensive,Sept intake,1,2935,1982,370
814,Netti,Scarasbrick,Male,Indonesia,smu,arts,Phd.,2014,Q4,Withdrawn,Expensive,Sept intake,1,3083,1272,385
815,Hercule,MacGillavery,Male,Indonesia,nus,arts,Degree,2019,Q1,Active,NA,March Intake,2,1781,676,334
816,Marcia,Mannie,Female,Indonesia,smu,engineering,Degree,2014,Q3,Withdrawn,homesick,March Intake,2,2211,598,475
817,Axel,Kinkaid,Male,Indonesia,nus,engineering,Degree,2004,Q2,Withdrawn,Academically unprepared,Sept intake,1,2559,621,413
818,Arel,Hawler,Female,Indonesia,nus,science,Phd.,1996,Q4,Withdrawn,Academically unprepared,Sept intake,1,2484,699,453
819,Padriac,Arnaudet,Female,Indonesia,ntu,engineering,Bachelor,2009,Q4,Withdrawn,homesick,March Intake,2,2121,1824,252
820,Nevile,Pick,Male,Indonesia,ntu,engineering,Bachelor,1993,Q4,Active,NA,Sept intake,1,3919,1254,344
821,Farrel,Peregrine,Male,Indonesia,nus,engineering,Phd.,2015,Q4,Active,NA,June Intake,3,2560,1003,278
822,Aluino,Kybird,Female,Indonesia,ntu,arts,Bachelor,2020,Q1,Withdrawn,homesick,Sept intake,1,1161,778,356
823,Edythe,Charville,Male,Indonesia,smu,engineering,Degree,1990,Q4,Active,NA,Sept intake,1,3950,775,391
824,Teodoro,Borley,Male,Indonesia,nus,engineering,Phd.,1995,Q4,Active,NA,Sept intake,1,2514,1581,432
825,Gabriel,Brinkley,Female,Indonesia,smu,engineering,Bachelor,2016,Q4,Withdrawn,homesick,Sept intake,1,1895,1364,235
826,Trumann,Alner,Male,Indonesia,smu,engineering,Phd.,2008,Q3,Active,NA,June Intake,3,3591,1585,439
827,Winifield,Overton,Male,Indonesia,smu,engineering,Bachelor,2004,Q3,Active,NA,March Intake,2,3100,1488,465
828,Raeann,Butt,Male,Indonesia,smu,arts,Phd.,2009,Q4,Withdrawn,Expensive,March Intake,2,1659,1900,325
829,Nicolas,Sewall,Male,Indonesia,ntu,science,Degree,2006,Q2,Active,NA,June Intake,3,1345,543,357
830,Roselia,Boyer,Female,Indonesia,smu,engineering,Phd.,2003,Q4,Withdrawn,Academically unprepared,Sept intake,1,1356,1847,247
831,Sallyanne,Breagan,Male,Indonesia,nus,arts,Bachelor,2005,Q2,Withdrawn,Expensive,Sept intake,1,3781,1659,382
832,Antonella,McLauchlin,Male,Indonesia,nus,science,Degree,2011,Q4,Active,NA,Sept intake,1,2817,1845,245
833,Massimiliano,Faithorn,Male,Indonesia,ntu,science,Phd.,2016,Q4,Withdrawn,Expensive,March Intake,2,3874,1317,320
834,Darryl,Bayles,Female,Indonesia,smu,engineering,Bachelor,2002,Q1,Withdrawn,Expensive,June Intake,3,4264,626,352
835,Karry,Ebbles,Female,Indonesia,nus,engineering,Degree,2013,Q4,Active,NA,March Intake,2,3345,914,465
836,Chic,Glenn,Female,Indonesia,ntu,arts,Phd.,2020,Q4,Active,NA,March Intake,2,2749,1672,361
837,Lukas,Hammerich,Male,Indonesia,nus,engineering,Bachelor,2010,Q4,Active,NA,Sept intake,1,1437,710,489
838,Dugald,Rainsdon,Male,Indonesia,smu,engineering,Bachelor,1993,Q2,Active,NA,Sept intake,1,1112,1851,446
839,Wallache,Marsland,Male,Indonesia,nus,engineering,Phd.,2011,Q2,Active,NA,Sept intake,1,4983,948,434
840,Cristian,Nelthropp,Male,Indonesia,ntu,science,Phd.,1992,Q2,Active,NA,Sept intake,1,2186,997,464
841,Halley,Ion,Female,Indonesia,ntu,science,Degree,2014,Q2,Active,NA,Sept intake,1,2307,1010,406
842,Rosmunda,Josofovitz,Male,Indonesia,smu,engineering,Degree,2012,Q1,Active,NA,March Intake,2,3019,1826,325
843,Aridatha,Chazotte,Male,Indonesia,smu,engineering,Phd.,2013,Q4,Withdrawn,homesick,Sept intake,1,4748,1723,207
844,Lexy,Boyse,Female,Indonesia,nus,engineering,Bachelor,2018,Q4,Withdrawn,Academically unprepared,June Intake,3,2287,1882,437
845,Leisha,Ramage,Female,Indonesia,smu,engineering,Degree,2007,Q4,Withdrawn,Academically unprepared,Sept intake,1,4764,569,418
846,Sharyl,Faust,Male,Indonesia,smu,science,Phd.,1991,Q4,Active,NA,March Intake,2,3694,1567,293
847,Kata,Alred,Male,Indonesia,smu,science,Phd.,2020,Q3,Active,NA,Sept intake,1,4671,1239,487
848,Norby,Prudence,Male,Indonesia,smu,engineering,Degree,2000,Q3,Withdrawn,Expensive,Sept intake,1,2942,1952,368
849,Leonore,Volkes,Male,Indonesia,smu,science,Phd.,2013,Q4,Withdrawn,homesick,June Intake,3,4688,1636,399
850,Mord,Battista,Female,Indonesia,ntu,arts,Degree,1992,Q3,Active,NA,March Intake,2,2154,1634,497
851,Beale,Frenzl,Female,Indonesia,nus,arts,Bachelor,1994,Q3,Active,NA,June Intake,3,4481,1958,323
852,Davina,O'Henecan,Male,Indonesia,smu,arts,Phd.,1991,Q4,Active,NA,March Intake,2,2867,1806,312
853,Goldia,Wasson,Male,Indonesia,smu,engineering,Bachelor,1994,Q3,Active,NA,Sept intake,1,2719,744,499
854,Gordan,Philipsohn,Female,Indonesia,nus,science,Phd.,2008,Q4,Active,NA,June Intake,3,4195,1894,459
855,Yoshiko,Swithenby,Male,Indonesia,ntu,engineering,Bachelor,2016,Q2,Withdrawn,homesick,Sept intake,1,2725,1197,225
856,Carlina,Kelloway,Female,Indonesia,ntu,science,Bachelor,2015,Q2,Withdrawn,homesick,Sept intake,1,4641,1066,251
857,Pavia,Bouda,Male,Indonesia,ntu,engineering,Phd.,2015,Q4,Withdrawn,homesick,Sept intake,1,3981,1682,288
858,Rourke,Perview,Female,Indonesia,smu,engineering,Phd.,2008,Q4,Active,NA,Sept intake,1,4873,1413,466
859,Fleming,Prate,Male,Indonesia,smu,arts,Phd.,2015,Q4,Active,NA,March Intake,2,3050,1173,467
860,Angelico,Maurice,Female,Indonesia,ntu,science,Bachelor,2019,Q1,Withdrawn,Academically unprepared,Sept intake,1,2082,839,396
861,Torey,Suttell,Male,Indonesia,smu,science,Phd.,2005,Q4,Withdrawn,Expensive,June Intake,3,2781,1342,437
862,Corette,Ferandez,Male,Indonesia,smu,engineering,Phd.,2018,Q4,Active,NA,Sept intake,1,2031,1382,292
863,Giffy,Kobiera,Male,Indonesia,ntu,arts,Degree,2010,Q2,Active,NA,June Intake,3,1830,1132,284
864,Sophey,Kinrade,Male,Indonesia,nus,arts,Phd.,2006,Q4,Active,NA,June Intake,3,3139,1445,242
865,Charil,Illsley,Male,Indonesia,ntu,engineering,Bachelor,2002,Q1,Withdrawn,homesick,June Intake,3,2739,535,346
866,Shannon,Reynard,Male,Indonesia,ntu,engineering,Phd.,2017,Q4,Active,NA,Sept intake,1,3670,1228,498
867,Sabina,Dinsale,Male,Indonesia,nus,engineering,Phd.,2017,Q3,Active,NA,June Intake,3,3262,1459,394
868,Connie,Moogan,Female,Indonesia,ntu,engineering,Phd.,2018,Q3,Withdrawn,Expensive,June Intake,3,2141,1062,490
869,Alfonso,Brickell,Female,Indonesia,ntu,arts,Bachelor,2006,Q4,Withdrawn,homesick,March Intake,2,2833,550,269
870,Nikolaos,Raulston,Male,Indonesia,smu,engineering,Bachelor,2013,Q3,Withdrawn,Academically unprepared,Sept intake,1,2266,1714,435
871,Alika,Brach,Female,Indonesia,smu,engineering,Phd.,2013,Q4,Withdrawn,homesick,Sept intake,1,1742,1683,214
872,Bianca,Buddell,Female,Indonesia,smu,engineering,Degree,1999,Q1,Withdrawn,Expensive,Sept intake,1,2108,1073,468
873,Porter,Sahlstrom,Female,Indonesia,ntu,arts,Phd.,1998,Q4,Withdrawn,homesick,Sept intake,1,4660,1585,479
874,Biddie,Deverille,Male,Indonesia,ntu,engineering,Phd.,1990,Q3,Withdrawn,homesick,Sept intake,1,3117,1194,250
875,Myrwyn,Baldrick,Male,Indonesia,smu,arts,Bachelor,2019,Q3,Withdrawn,Expensive,June Intake,3,2220,1535,257
876,Lonnard,Siddons,Female,Indonesia,ntu,engineering,Bachelor,1990,Q4,Active,NA,June Intake,3,1158,1179,461
877,Peirce,Szwandt,Male,Indonesia,ntu,engineering,Phd.,2008,Q4,Withdrawn,homesick,June Intake,3,2305,1632,456
878,Valida,Janiak,Female,Indonesia,ntu,arts,Phd.,2011,Q3,Active,NA,March Intake,2,1124,1568,259
879,Peri,Lafont,Female,Indonesia,ntu,engineering,Phd.,2018,Q4,Withdrawn,homesick,March Intake,2,4424,1295,382
880,Mignon,Pettiward,Female,Indonesia,smu,science,Degree,1998,Q2,Withdrawn,homesick,March Intake,2,2871,1226,489
881,Randie,Caltun,Male,Indonesia,ntu,engineering,Phd.,1991,Q2,Active,NA,Sept intake,1,3616,1599,332
882,Nellie,Piatkow,Female,Indonesia,smu,science,Phd.,1993,Q4,Withdrawn,homesick,Sept intake,1,1348,1717,353
883,Maurise,MacLennan,Male,Indonesia,smu,engineering,Degree,2001,Q3,Active,NA,June Intake,3,2340,713,457
884,Ame,Dakers,Female,Indonesia,ntu,engineering,Phd.,2003,Q4,Active,NA,June Intake,3,4409,1389,474
885,Wake,Storah,Female,Indonesia,nus,engineering,Degree,2019,Q3,Withdrawn,homesick,Sept intake,1,3783,926,404
886,Meg,Gotts,Female,Indonesia,nus,engineering,Bachelor,2018,Q3,Active,NA,June Intake,3,2717,1007,323
887,Nicoline,McCoveney,Female,Indonesia,nus,science,Phd.,2012,Q4,Active,NA,March Intake,2,1792,1998,442
888,Prissie,Vinker,Male,Indonesia,smu,engineering,Degree,2010,Q4,Withdrawn,Expensive,March Intake,2,3267,688,293
